"tail.number","treatment","microbiome.sample","tumor.volume","days.from.injection","unique.mouse.id","experiment","cage"
"2","PD1","102v4",84.216,16,"2 x 3_PD1_102v4","mimic5","3"
"2","PD1","102v4",197.213,19,"2 x 3_PD1_102v4","mimic5","3"
"2","PD1","102v4",1361.886,22,"2 x 3_PD1_102v4","mimic5","3"
"2","IgG","102v4",96.04,5,"2 x 4_IgG_102v4","mimic5","4"
"2","IgG","102v4",90,7,"2 x 4_IgG_102v4","mimic5","4"
"3","IgG","102v3",80.736,5,"3 x 1_IgG_102v3","mimic5","1"
"3","IgG","102v3",98.441,7,"3 x 1_IgG_102v3","mimic5","1"
"3","IgG","102v3",88.872,10,"3 x 1_IgG_102v3","mimic5","1"
"3","IgG","102v3",34.4,13,"3 x 1_IgG_102v3","mimic5","1"
"3","IgG","102v3",72.03,16,"3 x 1_IgG_102v3","mimic5","1"
"3","IgG","102v3",447.785,19,"3 x 1_IgG_102v3","mimic5","1"
"3","IgG","102v3",652.9995,22,"3 x 1_IgG_102v3","mimic5","1"
"3","PD1","102v3",32.4,5,"3 x 2_PD1_102v3","mimic5","2"
"3","PD1","102v3",174.636,7,"3 x 2_PD1_102v3","mimic5","2"
"3","PD1","102v3",135.252,10,"3 x 2_PD1_102v3","mimic5","2"
"3","PD1","102v3",45.9375,13,"3 x 2_PD1_102v3","mimic5","2"
"3","PD1","102v3",13.31,16,"3 x 2_PD1_102v3","mimic5","2"
"3","PD1","102v3",0,19,"3 x 2_PD1_102v3","mimic5","2"
"3","PD1","102v3",1036.35,22,"3 x 2_PD1_102v3","mimic5","2"
"3","PD1","102v4",60.1305,5,"3 x 3_PD1_102v4","mimic5","3"
"3","PD1","102v4",89.9335,7,"3 x 3_PD1_102v4","mimic5","3"
"3","PD1","102v4",265.923,10,"3 x 3_PD1_102v4","mimic5","3"
"3","PD1","102v4",379.456,13,"3 x 3_PD1_102v4","mimic5","3"
"3","PD1","102v4",778.752,16,"3 x 3_PD1_102v4","mimic5","3"
"3","PD1","102v4",727.65,19,"3 x 3_PD1_102v4","mimic5","3"
"3","IgG","102v4",108.75,5,"3 x 4_IgG_102v4","mimic5","4"
"3","IgG","102v4",113.75,7,"3 x 4_IgG_102v4","mimic5","4"
"3","IgG","102v4",195.3525,10,"3 x 4_IgG_102v4","mimic5","4"
"3","IgG","102v4",423.6735,13,"3 x 4_IgG_102v4","mimic5","4"
"3","IgG","102v4",901.552,16,"3 x 4_IgG_102v4","mimic5","4"
"3","IgG","102v4",1503.565,19,"3 x 4_IgG_102v4","mimic5","4"
"3","IgG","102v4",1918.44,22,"3 x 4_IgG_102v4","mimic5","4"
"1","Anti-PD1","HONC60-55 v3",0,4,"1 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"1","Anti-PD1","HONC60-55 v3",48,7,"1 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"1","Anti-PD1","HONC60-55 v3",188.5275,9,"1 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"1","Anti-PD1","HONC60-55 v3",174.05,12,"1 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"1","Anti-PD1","HONC60-55 v3",150.528,15,"1 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"1","Anti-PD1","HONC60-55 v3",112.5,18,"1 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"1","Anti-PD1","HONC60-55 v3",181.675,21,"1 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"1","IgG","HONC60-55 v3",11.2995,4,"1 x 2_IgG_HONC60-55 v3","mimic6","2"
"1","IgG","HONC60-55 v3",76.7295,7,"1 x 2_IgG_HONC60-55 v3","mimic6","2"
"1","IgG","HONC60-55 v3",124.6375,9,"1 x 2_IgG_HONC60-55 v3","mimic6","2"
"1","IgG","HONC60-55 v3",203.652,12,"1 x 2_IgG_HONC60-55 v3","mimic6","2"
"1","IgG","HONC60-55 v3",226.4825,15,"1 x 2_IgG_HONC60-55 v3","mimic6","2"
"1","IgG","HONC60-55 v3",566.7255,18,"1 x 2_IgG_HONC60-55 v3","mimic6","2"
"1","IgG","HONC60-55 v3",841,21,"1 x 2_IgG_HONC60-55 v3","mimic6","2"
"1","IgG","HONC60-55 v4",11.109,4,"1 x 3_IgG_HONC60-55 v4","mimic6","3"
"1","IgG","HONC60-55 v4",277.235,7,"1 x 3_IgG_HONC60-55 v4","mimic6","3"
"1","IgG","HONC60-55 v4",451.497,9,"1 x 3_IgG_HONC60-55 v4","mimic6","3"
"1","Anti-PD1","HONC60-55 v4",89.376,4,"1 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"1","Anti-PD1","HONC60-55 v4",128.3745,7,"1 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"1","Anti-PD1","HONC60-55 v4",204.723,9,"1 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"1","Anti-PD1","HONC60-55 v4",289.338,12,"1 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"1","Anti-PD1","HONC60-55 v4",234.1955,15,"1 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"1","Anti-PD1","HONC60-55 v4",87.88,18,"1 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"1","Anti-PD1","HONC60-55 v4",92.3355,21,"1 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"2","Anti-PD1","HONC60-55 v3",2.16,4,"2 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"2","Anti-PD1","HONC60-55 v3",145.636,7,"2 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"2","Anti-PD1","HONC60-55 v3",83.765,9,"2 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"2","Anti-PD1","HONC60-55 v3",51.156,12,"2 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"2","Anti-PD1","HONC60-55 v3",4.6305,15,"2 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"2","Anti-PD1","HONC60-55 v3",0,18,"2 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"2","Anti-PD1","HONC60-55 v3",0,21,"2 x 1_Anti-PD1_HONC60-55 v3","mimic6","1"
"2","IgG","HONC60-55 v4",14.534,4,"2 x 3_IgG_HONC60-55 v4","mimic6","3"
"2","IgG","HONC60-55 v4",28.175,7,"2 x 3_IgG_HONC60-55 v4","mimic6","3"
"2","IgG","HONC60-55 v4",37.2645,9,"2 x 3_IgG_HONC60-55 v4","mimic6","3"
"2","IgG","HONC60-55 v4",217.328,12,"2 x 3_IgG_HONC60-55 v4","mimic6","3"
"2","IgG","HONC60-55 v4",251.256,15,"2 x 3_IgG_HONC60-55 v4","mimic6","3"
"2","IgG","HONC60-55 v4",429.3,18,"2 x 3_IgG_HONC60-55 v4","mimic6","3"
"2","IgG","HONC60-55 v4",623.598,21,"2 x 3_IgG_HONC60-55 v4","mimic6","3"
"2","Anti-PD1","HONC60-55 v4",45.2845,4,"2 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"2","Anti-PD1","HONC60-55 v4",150.3815,7,"2 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"2","Anti-PD1","HONC60-55 v4",234.226,9,"2 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"2","Anti-PD1","HONC60-55 v4",95.874,12,"2 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"2","Anti-PD1","HONC60-55 v4",32.856,15,"2 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"2","Anti-PD1","HONC60-55 v4",0,18,"2 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"2","Anti-PD1","HONC60-55 v4",0,21,"2 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"3","IgG","HONC60-55 v3",1.728,4,"3 x 2_IgG_HONC60-55 v3","mimic6","2"
"3","IgG","HONC60-55 v3",101.4,7,"3 x 2_IgG_HONC60-55 v3","mimic6","2"
"3","IgG","HONC60-55 v3",110.466,9,"3 x 2_IgG_HONC60-55 v3","mimic6","2"
"3","IgG","HONC60-55 v3",221.3865,12,"3 x 2_IgG_HONC60-55 v3","mimic6","2"
"3","IgG","HONC60-55 v3",390.61,15,"3 x 2_IgG_HONC60-55 v3","mimic6","2"
"3","IgG","HONC60-55 v3",537.1535,18,"3 x 2_IgG_HONC60-55 v3","mimic6","2"
"3","IgG","HONC60-55 v3",1609.699,21,"3 x 2_IgG_HONC60-55 v3","mimic6","2"
"3","IgG","HONC60-55 v4",44.55,4,"3 x 3_IgG_HONC60-55 v4","mimic6","3"
"3","IgG","HONC60-55 v4",41.6,7,"3 x 3_IgG_HONC60-55 v4","mimic6","3"
"3","IgG","HONC60-55 v4",134.096,9,"3 x 3_IgG_HONC60-55 v4","mimic6","3"
"3","IgG","HONC60-55 v4",404.564,12,"3 x 3_IgG_HONC60-55 v4","mimic6","3"
"3","IgG","HONC60-55 v4",818.0875,15,"3 x 3_IgG_HONC60-55 v4","mimic6","3"
"3","IgG","HONC60-55 v4",1309.8735,18,"3 x 3_IgG_HONC60-55 v4","mimic6","3"
"3","Anti-PD1","HONC60-55 v4",52.9,4,"3 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"3","Anti-PD1","HONC60-55 v4",76.3515,7,"3 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"3","Anti-PD1","HONC60-55 v4",106.742,9,"3 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"3","Anti-PD1","HONC60-55 v4",124.6535,12,"3 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"3","Anti-PD1","HONC60-55 v4",18.45,15,"3 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"3","Anti-PD1","HONC60-55 v4",0,18,"3 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"3","Anti-PD1","HONC60-55 v4",0,21,"3 x 4_Anti-PD1_HONC60-55 v4","mimic6","4"
"1","Anti-PD1","HONC60-55 v3",25.27,2,"1 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"1","Anti-PD1","HONC60-55 v3",38.025,4,"1 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"1","Anti-PD1","HONC60-55 v3",77.5,7,"1 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"1","Anti-PD1","HONC60-55 v3",51.156,9,"1 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"1","Anti-PD1","HONC60-55 v3",81.9315,11,"1 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"1","Anti-PD1","HONC60-55 v3",72.03,14,"1 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"1","Anti-PD1","HONC60-55 v3",0,17,"1 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"1","Anti-PD1","HONC60-55 v3",0,21,"1 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"1","Anti-PD1","HONC60-55 v4",0,2,"1 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"1","Anti-PD1","HONC60-55 v4",10.656,4,"1 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"1","Anti-PD1","HONC60-55 v4",8.379,7,"1 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"1","Anti-PD1","HONC60-55 v4",138.5875,9,"1 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"1","Anti-PD1","HONC60-55 v4",224.266,11,"1 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"1","Anti-PD1","HONC60-55 v4",419.166,14,"1 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"1","Anti-PD1","HONC60-55 v4",361.305,17,"1 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"1","Anti-PD1","HONC60-55 v4",271.8275,21,"1 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"1","IgG","HONC60-55 v4",0,2,"1 x 3_IgG_HONC60-55 v4","mimic7","3"
"1","IgG","HONC60-55 v4",2.187,4,"1 x 3_IgG_HONC60-55 v4","mimic7","3"
"1","IgG","HONC60-55 v4",36.288,7,"1 x 3_IgG_HONC60-55 v4","mimic7","3"
"1","IgG","HONC60-55 v4",91.248,9,"1 x 3_IgG_HONC60-55 v4","mimic7","3"
"1","IgG","HONC60-55 v4",71.569,11,"1 x 3_IgG_HONC60-55 v4","mimic7","3"
"1","IgG","HONC60-55 v4",130.3155,14,"1 x 3_IgG_HONC60-55 v4","mimic7","3"
"1","IgG","HONC60-55 v4",271.6635,17,"1 x 3_IgG_HONC60-55 v4","mimic7","3"
"1","IgG","HONC60-55 v4",406.939,21,"1 x 3_IgG_HONC60-55 v4","mimic7","3"
"2","Anti-PD1","HONC60-55 v3",38.025,2,"2 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"2","Anti-PD1","HONC60-55 v3",28.512,4,"2 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"2","Anti-PD1","HONC60-55 v3",66.25,7,"2 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"2","Anti-PD1","HONC60-55 v3",137.677,9,"2 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"2","Anti-PD1","HONC60-55 v3",155.648,11,"2 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"2","Anti-PD1","HONC60-55 v3",151.838,14,"2 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"2","Anti-PD1","HONC60-55 v3",63.888,17,"2 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"2","Anti-PD1","HONC60-55 v3",13.05,21,"2 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"2","Anti-PD1","HONC60-55 v4",24.3,2,"2 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"2","Anti-PD1","HONC60-55 v4",42.4,4,"2 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"2","Anti-PD1","HONC60-55 v4",115.169,7,"2 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"2","Anti-PD1","HONC60-55 v4",173.0265,9,"2 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"2","Anti-PD1","HONC60-55 v4",106.641,11,"2 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"2","Anti-PD1","HONC60-55 v4",58.19,14,"2 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"2","Anti-PD1","HONC60-55 v4",15.73,17,"2 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"2","Anti-PD1","HONC60-55 v4",0,21,"2 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"2","IgG","HONC60-55 v4",0,2,"2 x 3_IgG_HONC60-55 v4","mimic7","3"
"2","IgG","HONC60-55 v4",1.056,4,"2 x 3_IgG_HONC60-55 v4","mimic7","3"
"2","IgG","HONC60-55 v4",15.75,7,"2 x 3_IgG_HONC60-55 v4","mimic7","3"
"2","IgG","HONC60-55 v4",47.959,9,"2 x 3_IgG_HONC60-55 v4","mimic7","3"
"2","IgG","HONC60-55 v4",111.2425,11,"2 x 3_IgG_HONC60-55 v4","mimic7","3"
"2","IgG","HONC60-55 v4",431.2165,14,"2 x 3_IgG_HONC60-55 v4","mimic7","3"
"2","IgG","HONC60-55 v4",161.287,17,"2 x 3_IgG_HONC60-55 v4","mimic7","3"
"2","IgG","HONC60-55 v4",747,21,"2 x 3_IgG_HONC60-55 v4","mimic7","3"
"3","Anti-PD1","HONC60-55 v3",12.5235,2,"3 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"3","Anti-PD1","HONC60-55 v3",23.8875,4,"3 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"3","Anti-PD1","HONC60-55 v3",46.552,7,"3 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"3","Anti-PD1","HONC60-55 v3",68.4285,9,"3 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"3","Anti-PD1","HONC60-55 v3",181.8045,11,"3 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"3","Anti-PD1","HONC60-55 v3",152.46,14,"3 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"3","Anti-PD1","HONC60-55 v3",66.3255,17,"3 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"3","Anti-PD1","HONC60-55 v3",6.05,21,"3 x 1_Anti-PD1_HONC60-55 v3","mimic7","1"
"3","Anti-PD1","HONC60-55 v4",19.22,2,"3 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"3","Anti-PD1","HONC60-55 v4",49.5895,4,"3 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"3","Anti-PD1","HONC60-55 v4",83.582,7,"3 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"3","Anti-PD1","HONC60-55 v4",180,9,"3 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"3","Anti-PD1","HONC60-55 v4",156.645,11,"3 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"3","Anti-PD1","HONC60-55 v4",146.9795,14,"3 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"3","Anti-PD1","HONC60-55 v4",58.19,17,"3 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"3","Anti-PD1","HONC60-55 v4",23.552,21,"3 x 2_Anti-PD1_HONC60-55 v4","mimic7","2"
"3","IgG","HONC60-55 v4",6.422,2,"3 x 3_IgG_HONC60-55 v4","mimic7","3"
"3","IgG","HONC60-55 v4",57.132,4,"3 x 3_IgG_HONC60-55 v4","mimic7","3"
"3","IgG","HONC60-55 v4",107.3875,7,"3 x 3_IgG_HONC60-55 v4","mimic7","3"
"3","IgG","HONC60-55 v4",79.35,9,"3 x 3_IgG_HONC60-55 v4","mimic7","3"
"3","IgG","HONC60-55 v4",68.728,11,"3 x 3_IgG_HONC60-55 v4","mimic7","3"
"3","IgG","HONC60-55 v4",88.36,14,"3 x 3_IgG_HONC60-55 v4","mimic7","3"
"3","IgG","HONC60-55 v4",370.44,17,"3 x 3_IgG_HONC60-55 v4","mimic7","3"
"3","IgG","HONC60-55 v4",640,21,"3 x 3_IgG_HONC60-55 v4","mimic7","3"
"3","IgG","HONC60-55 v3",0,2,"3 x 4_IgG_HONC60-55 v3","mimic7","4"
"3","IgG","HONC60-55 v3",1.666,4,"3 x 4_IgG_HONC60-55 v3","mimic7","4"
"3","IgG","HONC60-55 v3",65.664,7,"3 x 4_IgG_HONC60-55 v3","mimic7","4"
"3","IgG","HONC60-55 v3",187.303,9,"3 x 4_IgG_HONC60-55 v3","mimic7","4"
"3","IgG","HONC60-55 v3",133.171,11,"3 x 4_IgG_HONC60-55 v3","mimic7","4"
"3","IgG","HONC60-55 v3",245.735,14,"3 x 4_IgG_HONC60-55 v3","mimic7","4"
"3","IgG","HONC60-55 v3",312.5145,17,"3 x 4_IgG_HONC60-55 v3","mimic7","4"
"3","IgG","HONC60-55 v3",573.1595,21,"3 x 4_IgG_HONC60-55 v3","mimic7","4"
"1","Anti-PD1","DL017",0,4,"1 x 1_Anti-PD1_DL017","mimic8","1"
"1","Anti-PD1","DL017",0,6,"1 x 1_Anti-PD1_DL017","mimic8","1"
"1","Anti-PD1","DL017",23.976,9,"1 x 1_Anti-PD1_DL017","mimic8","1"
"1","Anti-PD1","DL017",0,12,"1 x 1_Anti-PD1_DL017","mimic8","1"
"1","Anti-PD1","DL017",0,14,"1 x 1_Anti-PD1_DL017","mimic8","1"
"1","Anti-PD1","DL017",0,18,"1 x 1_Anti-PD1_DL017","mimic8","1"
"1","Anti-PD1","DL017",0,21,"1 x 1_Anti-PD1_DL017","mimic8","1"
"1","Anti-PD1","DL017",0,4,"1 x 2_Anti-PD1_DL017","mimic8","2"
"1","Anti-PD1","DL017",0,6,"1 x 2_Anti-PD1_DL017","mimic8","2"
"1","Anti-PD1","DL017",49.096,9,"1 x 2_Anti-PD1_DL017","mimic8","2"
"1","Anti-PD1","DL017",43.1235,12,"1 x 2_Anti-PD1_DL017","mimic8","2"
"1","Anti-PD1","DL017",22.2865,14,"1 x 2_Anti-PD1_DL017","mimic8","2"
"1","Anti-PD1","DL017",58.5385,18,"1 x 2_Anti-PD1_DL017","mimic8","2"
"1","Anti-PD1","DL017",81.12,21,"1 x 2_Anti-PD1_DL017","mimic8","2"
"1","IgG","DL017",14.0625,4,"1 x 4_IgG_DL017","mimic8","4"
"1","IgG","DL017",27,6,"1 x 4_IgG_DL017","mimic8","4"
"1","IgG","DL017",76.4855,9,"1 x 4_IgG_DL017","mimic8","4"
"1","IgG","DL017",105,12,"1 x 4_IgG_DL017","mimic8","4"
"1","IgG","DL017",95.832,14,"1 x 4_IgG_DL017","mimic8","4"
"1","IgG","DL017",149.916,18,"1 x 4_IgG_DL017","mimic8","4"
"1","IgG","DL017",245.48,21,"1 x 4_IgG_DL017","mimic8","4"
"2","Anti-PD1","DL017",14.872,4,"2 x 1_Anti-PD1_DL017","mimic8","1"
"2","Anti-PD1","DL017",45.8615,6,"2 x 1_Anti-PD1_DL017","mimic8","1"
"2","Anti-PD1","DL017",94.8395,9,"2 x 1_Anti-PD1_DL017","mimic8","1"
"2","Anti-PD1","DL017",107.9415,12,"2 x 1_Anti-PD1_DL017","mimic8","1"
"2","Anti-PD1","DL017",100.1385,14,"2 x 1_Anti-PD1_DL017","mimic8","1"
"2","Anti-PD1","DL017",93.75,18,"2 x 1_Anti-PD1_DL017","mimic8","1"
"2","Anti-PD1","DL017",89.7345,21,"2 x 1_Anti-PD1_DL017","mimic8","1"
"2","Anti-PD1","DL017",24.75,4,"2 x 2_Anti-PD1_DL017","mimic8","2"
"2","Anti-PD1","DL017",41.876,6,"2 x 2_Anti-PD1_DL017","mimic8","2"
"2","Anti-PD1","DL017",62.4,9,"2 x 2_Anti-PD1_DL017","mimic8","2"
"2","Anti-PD1","DL017",4.05,12,"2 x 2_Anti-PD1_DL017","mimic8","2"
"2","Anti-PD1","DL017",0,14,"2 x 2_Anti-PD1_DL017","mimic8","2"
"2","Anti-PD1","DL017",0,18,"2 x 2_Anti-PD1_DL017","mimic8","2"
"2","Anti-PD1","DL017",0,21,"2 x 2_Anti-PD1_DL017","mimic8","2"
"2","IgG","DL017",12.348,4,"2 x 4_IgG_DL017","mimic8","4"
"2","IgG","DL017",39.7485,6,"2 x 4_IgG_DL017","mimic8","4"
"2","IgG","DL017",49.5495,9,"2 x 4_IgG_DL017","mimic8","4"
"2","IgG","DL017",62.974,12,"2 x 4_IgG_DL017","mimic8","4"
"2","IgG","DL017",49.005,14,"2 x 4_IgG_DL017","mimic8","4"
"2","IgG","DL017",71.632,18,"2 x 4_IgG_DL017","mimic8","4"
"2","IgG","DL017",172.062,21,"2 x 4_IgG_DL017","mimic8","4"
"3","Anti-PD1","DL017",16.038,4,"3 x 1_Anti-PD1_DL017","mimic8","1"
"3","Anti-PD1","DL017",62.4,6,"3 x 1_Anti-PD1_DL017","mimic8","1"
"3","Anti-PD1","DL017",109.3455,9,"3 x 1_Anti-PD1_DL017","mimic8","1"
"3","Anti-PD1","DL017",65.268,12,"3 x 1_Anti-PD1_DL017","mimic8","1"
"3","Anti-PD1","DL017",65.8125,14,"3 x 1_Anti-PD1_DL017","mimic8","1"
"3","Anti-PD1","DL017",70.688,18,"3 x 1_Anti-PD1_DL017","mimic8","1"
"3","Anti-PD1","DL017",70.227,21,"3 x 1_Anti-PD1_DL017","mimic8","1"
"3","Anti-PD1","DL017",20.181,4,"3 x 2_Anti-PD1_DL017","mimic8","2"
"3","Anti-PD1","DL017",23.85,6,"3 x 2_Anti-PD1_DL017","mimic8","2"
"3","Anti-PD1","DL017",57.319,12,"3 x 2_Anti-PD1_DL017","mimic8","2"
"3","Anti-PD1","DL017",2.6195,14,"3 x 2_Anti-PD1_DL017","mimic8","2"
"3","Anti-PD1","DL017",0,18,"3 x 2_Anti-PD1_DL017","mimic8","2"
"3","Anti-PD1","DL017",0,21,"3 x 2_Anti-PD1_DL017","mimic8","2"
"3","IgG","DL017",5.6,4,"3 x 4_IgG_DL017","mimic8","4"
"3","IgG","DL017",21.4455,6,"3 x 4_IgG_DL017","mimic8","4"
"3","IgG","DL017",50.43,9,"3 x 4_IgG_DL017","mimic8","4"
"3","IgG","DL017",67.8375,12,"3 x 4_IgG_DL017","mimic8","4"
"3","IgG","DL017",41.067,14,"3 x 4_IgG_DL017","mimic8","4"
"3","IgG","DL017",139.606,18,"3 x 4_IgG_DL017","mimic8","4"
"3","IgG","DL017",272.8125,21,"3 x 4_IgG_DL017","mimic8","4"
"1","Anti-PD1","HONC-60 62v2",36.4355,2,"1 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"1","Anti-PD1","HONC-60 62v2",66.0115,5,"1 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"1","Anti-PD1","HONC-60 62v2",68.952,8,"1 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"1","Anti-PD1","HONC-60 62v2",132.0955,11,"1 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"1","Anti-PD1","HONC-60 62v2",184.832,14,"1 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"1","Anti-PD1","HONC-60 62v2",151.552,17,"1 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"1","Anti-PD1","HONC-60 62v2",105.9465,21,"1 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
"1","IgG","HONC-60 62v4",31.0985,2,"1 x 2_IgG_HONC-60 62v4","mimic9","2"
"1","IgG","HONC-60 62v4",87.552,5,"1 x 2_IgG_HONC-60 62v4","mimic9","2"
"1","IgG","HONC-60 62v4",82.8345,8,"1 x 2_IgG_HONC-60 62v4","mimic9","2"
"1","IgG","HONC-60 62v4",126.3135,11,"1 x 2_IgG_HONC-60 62v4","mimic9","2"
"1","IgG","HONC-60 62v4",116.058,14,"1 x 2_IgG_HONC-60 62v4","mimic9","2"
"1","IgG","HONC-60 62v4",2754.3405,17,"1 x 2_IgG_HONC-60 62v4","mimic9","2"
"1","IgG","HONC-60 62v4",1090.397,21,"1 x 2_IgG_HONC-60 62v4","mimic9","2"
"1","Anti-PD1","HONC-60 62v2",20.808,2,"1 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"1","Anti-PD1","HONC-60 62v2",32.8,5,"1 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"1","Anti-PD1","HONC-60 62v2",116.25,8,"1 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"1","Anti-PD1","HONC-60 62v2",125.316,11,"1 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"1","Anti-PD1","HONC-60 62v2",333.856,14,"1 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"1","Anti-PD1","HONC-60 62v2",94.64,17,"1 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"1","Anti-PD1","HONC-60 62v2",58.8245,21,"1 x 3_Anti-PD1_HONC-60 62v2","mimic9","3"
"1","IgG","HONC-60 62v4",10.9375,2,"1 x 4_IgG_HONC-60 62v4","mimic9","4"
"1","IgG","HONC-60 62v4",58.08,5,"1 x 4_IgG_HONC-60 62v4","mimic9","4"
"1","IgG","HONC-60 62v4",97.02,8,"1 x 4_IgG_HONC-60 62v4","mimic9","4"
"1","IgG","HONC-60 62v4",165.7165,11,"1 x 4_IgG_HONC-60 62v4","mimic9","4"
"1","IgG","HONC-60 62v4",461.711,14,"1 x 4_IgG_HONC-60 62v4","mimic9","4"
"1","IgG","HONC-60 62v4",628.1555,17,"1 x 4_IgG_HONC-60 62v4","mimic9","4"
"1","IgG","HONC-60 62v4",807.6145,21,"1 x 4_IgG_HONC-60 62v4","mimic9","4"
"2","Anti-PD1","HONC-60 62v2",2.4565,2,"2 x 1_Anti-PD1_HONC-60 62v2","mimic9","1"
