"term","estimate","std.error","statistic","p.value"
"s__Gordonibacter_pamelaeae",10.8744692333981,5.29595916766125,2.05335216702593,0.0400384348270794
"s__Lawsonibacter_asaccharolyticus",1.81960787464292,0.890453381697176,2.04346225422246,0.0410067002335068
"s__Adlercreutzia_equolifaciens",8.76193218062144,4.56622815211291,1.91885553869381,0.0550026188001733
"s__Coprococcus_comes",1.11438990613825,0.587273422814223,1.89756570423036,0.0577533158256093
"s__Blautia_wexlerae",0.465387149570043,0.245482441486847,1.89580626113733,0.0579856676569858
"s__Gemmiger_formicilis",5.3290646745112,2.92559767156313,1.82153025561574,0.0685262918492401
"s__Eubacterium_rectale",0.133036735073876,0.0754559350490832,1.76310498289282,0.077882784984259
"s__Dorea_longicatena",0.544443982982574,0.329023629118306,1.65472608894849,0.0979800725058932
"s__Blautia_hansenii",4.17030509091915,2.70212376491444,1.54334347858829,0.122747459642693
"s__Eubacterium_dolichum_CAG_375",32.4602998050954,21.2542866279994,1.52723544070088,0.126702476453418
"s__Slackia_isoflavoniconvertens",3.46216581378713,2.27303688566206,1.52314546043045,0.127722317483873
"s__Bacteroides_intestinalis",1.01878615144003,0.676678337622088,1.50556933006034,0.132177766681814
"s__Clostridium_lavalense",-7.89104465612818,5.28361294916976,-1.49349407915433,0.135307902965813
"s__Lactobacillus_gasseri",91.3067616368073,62.2970203882266,1.46566819837925,0.142738701942945
"s__Dorea_sp_CAG_317",1.1098138858937,0.757241170047641,1.46560162045056,0.14275684955392
"s__Eubacterium_ventriosum",-7.09539929889,4.98573507412768,-1.42314005726255,0.154695558181317
"s__Dorea_formicigenerans",1.35783000531462,0.962917293698922,1.41012111237372,0.158503924260824
"s__Fusicatenibacter_saccharivorans",0.282895901655138,0.201370508162872,1.40485269782568,0.160065084925462
"s__Collinsella_aerofaciens",0.098203151997901,0.0703076011992564,1.39676436577016,0.162484441279013
"s__Pseudoflavonifractor_sp_An184",-28.379989969279,20.3209729722258,-1.39658617764356,0.162538049242229
"s__Streptococcus_thermophilus",0.764322600999922,0.547783568896008,1.39530034195863,0.162925289005619
"s__Absiella_dolichum",39.8547651718998,28.7605906349219,1.38574223588813,0.165825626394215
"s__Bifidobacterium_adolescentis",0.790198753171539,0.602021957827279,1.31257463768165,0.189326320467094
"s__Bacteroides_eggerthii",-0.184015526727721,0.140635317730414,-1.30845885441425,0.190717721592554
"s__Clostridium_disporicum",2.36205856350161,1.83665162975854,1.28606782322249,0.198419392548629
"s__Eisenbergiella_tayi",5.01516592091153,3.90562751328859,1.28408710350585,0.199111479957689
"s__Ruminococcus_gnavus",-0.382122216071675,0.29794033108304,-1.28254612150905,0.199651136605449
